Original;Frag;classe;local;Sub;Placa;X;Y;PAP;HPAP;H;IC;CE;F1;F2;GD;F5;familia;spp;quantity
sdm01_02Parquef15;LC9b;LC;Borda;18;H2957;4,6;3,5;32;;15;4;1;a;1;;1;Lauraceae  ;Ocotea aff. indecora;1
sdm01_02Parquef15;LC9b;LC;Borda;18;H2958;9;0,7;72;;20;5;2;a;1;;1;Fabaceae;Inga sessilis;1
sdm01_02Parquef15;LC9b;LC;Borda;19;H2959;1;4,2;72,3;;18;5;2;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;Borda;19;H2960;1,8;6,3;48,3;;10;3;15;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;Borda;19;H2961;3;6,3;45,4;;12;4;1;a;1;;1;Melastomataceae;Miconia formosa;1
sdm01_02Parquef15;LC9b;LC;Borda;19;H2962;0,3;8,8;52,1;;7;3;1;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;Borda;19;H2963;1,6;9,3;75,1;;5;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;Borda;19;H2964;0,6;9,9;37,7;;10;3;0;a;1;;1;Myrtaceae;Myrcia strigosa;1
sdm01_02Parquef15;LC9b;LC;Borda;19;H2965;7,9;6,8;102,3;;18;5;2;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;Borda;19;H2966;9,3;6,8;34,2;;12;3;0;a;1;;1;Euphorbiaceae;Croton floribundus;1
sdm01_02Parquef15;LC9b;LC;Borda;20;H2967;1;2,2;32;;12;4;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm01_02Parquef15;LC9b;LC;Borda;20;H2968;1,5;5,6;102;;18;5;9;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;Borda;20;H2969;3;6;36,4;;10;3;2;a;1;;1;Rubiaceae;Rustia formosa;1
sdm01_02Parquef15;LC9b;LC;Borda;20;H2970;5,8;6,7;44,3;;10;3;1;a;1;;1;Primulaceae;Myrsine umbellata;1
sdm01_02Parquef15;LC9b;LC;Borda;20;H2971;7,1;9,9;44,5;;10;3;2;a;1;;1;Melastomataceae;Miconia formosa;1
sdm01_02Parquef15;LC9b;LC;Borda;20;H2972;7,6;8,3;51,6;;16;4;1;a;1;;1;Salicaceae;Casearia sylvestris;1
sdm01_02Parquef15;LC9b;LC;Borda;20;H2973;9,7;5,7;33;;10;3;1;a;1;;1;Meliaceae;Cabralea canjerana;1
sdm01_02Parquef15;LC9b;LC;Borda;20;H2974;7,4;0,3;;;18;5;15;a;1;;1;Lecythidaceae;Cariniana estrellensis;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2975;0,3;3;33,2;;10;3;1;a;1;;1;Meliaceae;Cabralea canjerana;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2976;0,4;3,1;121,4;;20;5;1;a;1;;1;Euphorbiaceae;Croton floribundus;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2978;;;;;;;;;;;;Asteraceae;Piptocarpha macropoda;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2979;2,8;4,1;61,2;;15;4;1;a;1;;1;Sapindaceae;Cupania oblongifolia;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2980;3,2;4,4;103,4;;15;4;2;ah;1;;1;Sapindaceae;Cupania oblongifolia;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2980;3,2;4,4;59,3;;3;3;2;a;1;;1;Sapindaceae;Cupania oblongifolia;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2981;3,3;7,9;34,6;;8;3;0;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2982;6,8;5,4;34,7;;8;3;1;a;1;;1;Rubiaceae;Palicourea sessilis;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2983;6,6;6,3;70,8;;15;4;1;a;1;;1;Fabaceae;Inga sessilis;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2984;6,2;9,4;38,5;;12;3;0;c;1;;1;Rubiaceae;Palicourea sessilis;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2985;8;8,7;39,1;;7;3;2;a;1;;1;Rubiaceae;Palicourea sessilis;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2986;9,6;6;46,3;;15;4;1;a;1;;1;Salicaceae;Casearia sylvestris;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2987;2,2;9,5;37,4;;12;3;1;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2988;3,8;9,8;33,7;;8;3;0;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2989;9,2;2,5;87,1;;18;5;1;am;1;;1;Euphorbiaceae;Croton floribundus;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2990;5,4;1,7;58,6;;12;3;9;ah;1;;1;Salicaceae;Casearia sylvestris;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2990;5,4;1,7;47,5;;12;3;9;a;1;;1;Salicaceae;Casearia sylvestris;1
sdm01_02Parquef15;LC9b;LC;Borda;21;H2990;5,4;1,7;37,9;;12;3;9;a;1;;1;Salicaceae;Casearia sylvestris;1
sdm01_02Parquef15;LC9b;LC;Borda;22;H2991;4,2;4,8;49,5;;12;4;0;a;1;;1;Solanaceae;Solanum granulosoleprosum;1
sdm01_02Parquef15;LC9b;LC;Borda;22;H2992;2,4;5,6;66,2;;15;5;5;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;Borda;22;H2993;1,1;7,8;66,3;;10;3;2;am;1;;1;Primulaceae;Myrsine umbellata;1
sdm01_02Parquef15;LC9b;LC;Borda;22;H2994;3,6;7,9;52,6;;14;4;0;a;1;;1;Euphorbiaceae;Alchornea sidifolia;1
sdm01_02Parquef15;LC9b;LC;Borda;22;H2995;4;9;32,5;;10;3;1;a;1;;1;Primulaceae;Myrsine umbellata;1
sdm01_02Parquef15;LC9b;LC;Borda;22;H2996;9,4;4,3;52,1;;15;3;9;am;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;Borda;23;H2997;1,1;2,6;35,5;;3;;1;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;Borda;23;H2998;1,6;2,9;85,5;;12;5;9;am;1;;1;Sapindaceae;Allophylus edulis;1
sdm01_02Parquef15;LC9b;LC;Borda;23;H2999;1,4;5,2;103,7;;25;5;15;a;1;;1;Solanaceae;Cestrum axillare;1
sdm01_02Parquef15;LC9b;LC;Borda;23;K2000;1,6;6,4;43,1;;8;3;1;ah;1;;1;Meliaceae;Guarea macrophylla subsp. tuberculata;1
sdm01_02Parquef15;LC9b;LC;Borda;23;K2000;1,6;6,4;39;;8;3;1;a;1;;1;Meliaceae;Guarea macrophylla subsp. tuberculata;1
sdm01_02Parquef15;LC9b;LC;Borda;23;K2000;1,6;6,4;33,5;;8;3;0;a;1;;1;Meliaceae;Guarea macrophylla subsp. tuberculata;1
sdm01_02Parquef15;LC9b;LC;Borda;23;K2001;0,6;8,6;39,2;;10;4;0;a;1;;1;Lauraceae  ;Ocotea puberula;1
sdm01_02Parquef15;LC9b;LC;Borda;23;K2002;5,6;7;73,4;;18;5;2;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;Borda;23;K2004;9;8;34,5;;7;3;2;ahm;1;;1;Monimiaceae;Mollinedia triflora;1
sdm01_02Parquef15;LC9b;LC;Borda;23;K2004;9;8;35,6;;7;3;2;am;1;;1;Monimiaceae;Mollinedia triflora;1
sdm01_02Parquef15;LC9b;LC;Borda;23;K2005;4;3,1;48;;6;3;9;a;1;;1;Primulaceae;Myrsine lineata;1
sdm01_02Parquef15;LC9b;LC;Borda;23;K2006;9;2,5;33,9;;10;3;1;a;1;;1;Monimiaceae;Mollinedia triflora;1
sdm01_02Parquef15;LC9b;LC;Borda;23;K2010;3,1;0,1;48,3;;12;4;1;a;1;;1;Rubiaceae;Rustia formosa;1
sdm01_02Parquef15;LC9b;LC;Borda;24;K2007;0,2;0,6;58,1;;15;4;9;a;1;;1;Solanaceae;Solanum rufescens;1
sdm01_02Parquef15;LC9b;LC;Borda;24;K2008;3,4;0,9;38,1;;8;3;1;b;1;;1;Euphorbiaceae;Alchornea sidifolia;1
sdm01_02Parquef15;LC9b;LC;Borda;24;K2009;4,4;1,5;67,8;;15;4;9;a;1;;1;Solanaceae;Solanum rufescens;1
sdm01_02Parquef15;LC9b;LC;Borda;24;K2011;6,6;6,4;133,9;;25;5;15;a;1;;1;Solanaceae;Solanum rufescens;1
sdm01_02Parquef15;LC9b;LC;Borda;24;K2012;6,3;8,4;42,2;;7;5;2;am;1;;1;Peraceae;Pera glabrata;1
sdm01_02Parquef15;LC9b;LC;Borda;24;K2013;9,7;9,5;33,8;;10;3;2;a;1;;1;Solanaceae;Solanum rufescens;1
sdm01_02Parquef15;LC9b;LC;Borda;24;K2014;9;2,2;65,6;;14;4;15;a;1;;1;Primulaceae;Myrsine umbellata;1
sdm01_02Parquef15;LC9b;LC;Borda;24;K2015;6,2;3,1;52,5;;15;3;9;a;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;Borda;24;K2016;6;1,8;61,7;;16;5;5;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;Borda;24;K2017;6,1;1;65,5;;1,7;4;9;a;1;;1;Melastomataceae;Miconia formosa;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2018;1;1,8;56,7;;12;4;5;cm;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2019;3,2;5,9;45,1;;8;3;5;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2020;8,9;9,9;67,7;;18;5;9;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2021;9;9,9;51,9;;14;4;9;a;1;;1;Myrtaceae;Siphoneugena densiflora;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2022;3;8,4;55,7;;12;4;1;a;1;;1;Araliaceae;Didymopanax calvus;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2023;8;8,5;85,2;;20;5;9;ah;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2023;8;8,5;32,4;;10;4;2;c;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2023;8;8,5;87,5;;15;5;9;a;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2024;9,3;8,5;95,4;;15;5;9;ah;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2024;9,3;8,5;35,2;;10;4;5;a;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2025;9,9;2,4;53,2;;12;4;1;a;1;;1;Sapindaceae;Cupania oblongifolia;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2026;8,9;0,1;99,8;;20;5;15;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2027;6,8;1,4;67,5;;14;4;5;ah;1;;1;Annonaceae;Annona cacans;1
sdm01_02Parquef15;LC9b;LC;Borda;25;K2027;6,8;1,4;71,8;;14;4;5;a;1;;1;Annonaceae;Annona cacans;1
sdm01_02Parquef15;LC9b;LC;interior;1;K2028;2,6;7,2;56;;10;3;2;a;1;;1;Rubiaceae;Posoqueria latifolia;1
sdm01_02Parquef15;LC9b;LC;interior;1;K2029;7;9,2;46,2;;4;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;1;K2030;7,4;9,6;69,5;;15;4;1;a;1;;1;Melastomataceae;Tibouchina sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;1;K2031;8,3;9;134,9;;25;5;2;a;1;;1;Melastomataceae;Tibouchina sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;1;K2032;6,4;6,1;45,9;;10;4;0;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;1;K2033;0,8;2,6;45,2;;7;3;1;c;1;;1;Primulaceae;Myrsine umbellata;1
sdm01_02Parquef15;LC9b;LC;interior;1;K2034;6;2;61,1;;2,5;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;1;K2034;6;2;66,9;;5;;0;0h;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;2;K2035;2,8;1;58,8;;16;4;2;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;interior;2;K2036;3;5;51,6;;10;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;2;K2037;0,8;6,2;42;;10;4;0;ah;1;;1;Sapindaceae;Cupania oblongifolia;1
sdm01_02Parquef15;LC9b;LC;interior;2;K2037;0,8;6,2;46,2;;10;4;0;a;1;;1;Sapindaceae;Cupania oblongifolia;1
sdm01_02Parquef15;LC9b;LC;interior;2;K2038;0,7;8,3;68,8;;18;5;1;a;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;2;K2039;3,4;9,3;41,6;;14;5;2;a;1;;1;Lauraceae  ;Endlicheria paniculata;1
sdm01_02Parquef15;LC9b;LC;interior;2;K2040;9,6;5;46,5;;10;3;1;a;1;;1;Myrtaceae;Myrcia strigosa;1
sdm01_02Parquef15;LC9b;LC;interior;2;K2041;6,8;4,3;44,9;;10;3;1;a;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;interior;2;K2042;9,7;4,3;31,9;;7;;0;0;aps;2;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;2;K2043;6,5;4,3;71,6;;15;4;15;ahm;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;2;K2043;6,5;4,3;47,8;;10;3;0;a;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2044;3,2;0,8;80,3;1,8;12;4;2;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2044;3,2;0,8;67,4;1,8;6;;0;0;aps;2;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2045;1,6;2,7;64,9;;15;5;15;a;1;;1;Melastomataceae;Miconia cinnamomifolia;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2046;4,3;3;52,7;;5;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2047;1;5,1;38,5;;6;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2048;0,2;4,8;81,5;;17;5;5;a;1;;1;Nyctaginaceae;Guapira nitida;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2049;4;6,4;53,2;;3;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2050;1,5;8,7;62,1;;15;4;2;ah;1;;1;Sapindaceae;Cupania oblongifolia;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2050;1,5;8,7;34,5;;10;3;2;a;1;;1;Sapindaceae;Cupania oblongifolia;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2050;1,5;8,7;57,3;;15;4;2;a;1;;1;Sapindaceae;Cupania oblongifolia;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2051;8,7;8;39;;5;3;0;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2052;7,5;4,8;79,1;;18;5;2;a;1;;1;Melastomataceae;Miconia formosa;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2053;8,4;3,1;49,8;;12;4;5;cm;1;;1;Rosaceae;Prunus myrtifolia;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2054;8,4;2,8;32,1;;7;4;1;a;1;;1;Euphorbiaceae;Alchornea sidifolia;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2055;6,4;3,5;70,2;;4;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2056;4,3;1,8;44,5;;10;3;0;a;1;;1;Myrtaceae;Myrcia strigosa;1
sdm01_02Parquef15;LC9b;LC;interior;3;K2057;5;0,3;36,4;;10;3;0;a;1;;1;Myrtaceae;Myrcia strigosa;1
sdm01_02Parquef15;LC9b;LC;interior;4;K2058;3,4;1,4;82,1;;15;;2;0;aps;2;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;4;K2059;1,1;3;58,4;;12;4;0;a;1;;1;Nyctaginaceae;Guapira nitida;1
sdm01_02Parquef15;LC9b;LC;interior;4;K2060;3;3,7;48;;15;5;1;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;interior;4;K2061;2,1;5,3;76,2;;15;4;9;am;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;interior;4;K2062;2,4;8,1;68,1;;5;;1;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;4;K2063;4,6;9,8;50,2;;10;3;0;a;1;;1;Annonaceae;Guatteria australis;1
sdm01_02Parquef15;LC9b;LC;interior;4;K2064;5,2;2,5;60,6;;6;;1;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;4;K2065;6;8;31,7;;10;5;0;a;1;;1;Lauraceae  ;Nectandra oppositifolia;1
sdm01_02Parquef15;LC9b;LC;interior;4;K2066;8,8;8,7;36,2;;6;3;0;a;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;interior;4;K2067;9,6;5,4;34,1;;12;4;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm01_02Parquef15;LC9b;LC;interior;4;K2068;8,9;3,2;32,7;;12;3;0;a;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;4;K2069;7,5;2;41,7;;10;3;0;a;1;;1;Primulaceae;Myrsine coriacea;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2070;1,8;1;45,5;;10;4;1;am;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2071;3,9;1,1;49,3;;12;4;1;am;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2072;1;4,2;35,2;;6;3;0;a;1;;1;Annonaceae;Guatteria australis;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2073;3,8;4,7;99,4;;12;;2;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2074;1,7;6;41,2;;10;3;0;am;1;;1;Nyctaginaceae;Guapira nitida;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2075;4,4;6,5;34,6;;10;3;1;a;1;;1;Euphorbiaceae;Euphorbiaceae sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2076;3,8;8,8;44,7;;10;3;2;a;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2077;6,3;9;52,6;;15;4;1;a;1;;1;Euphorbiaceae;Euphorbiaceae sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2078;7,5;9,9;59,4;;5;;15;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2079;5,9;8,6;56,1;;15;4;9;a;1;;1;Sapotaceae;Pouteria caimito;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2080;7,8;3,9;55,5;;7;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2080;7,8;3,9;63,8;;7;;0;0h;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2081;4,3;3;36,5;;10;3;2;a;1;;1;Rubiaceae;Posoqueria latifolia;1
sdm01_02Parquef15;LC9b;LC;interior;5;K2082;8,2;0,2;37,2;;5;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2083;2;0,2;53,8;;8;4;1;a;1;;1;Primulaceae;Myrsine umbellata;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2084;1,9;5;45,2;;15;5;0;am;1;;1;Sapindaceae;Cupania vernalis;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2085;3;5,8;36,7;;12;3;0;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2086;3,5;4,2;31,6;;10;3;;ah;1;;1;Rubiaceae;Rustia formosa;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2086;3,5;4,2;31,5;;5;3;1;a;1;;1;Rubiaceae;Rustia formosa;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2087;3,8;5,1;58,2;;6;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2088;2,1;7;125,6;;20;5;15;am;1;;1;Nyctaginaceae;Guapira nitida;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2089;4,6;8,8;52,3;;15;4;0;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2090;6,8;5,9;57,6;;3;;0;0;aps;4;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2091;7,9;4,2;48,3;;12;3;9;a;1;;1;Fabaceae;Inga lanceifolia;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2092;6,8;2,2;87,2;;20;5;2;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2092;6,8;2,2;81,3;;10;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2093;5;0,7;31,9;;10;3;0;a;1;;1;Salicaceae;Casearia paranaensis;1
sdm01_02Parquef15;LC9b;LC;interior;6;K2094;4,8;5,2;31,5;;10;4;0;a;1;;1;Sapindaceae;Cupania vernalis;1
sdm01_02Parquef15;LC9b;LC;interior;7;K2095;3;0,6;45,6;;15;5;0;a;1;;1;Melastomataceae;Miconia formosa;1
sdm01_02Parquef15;LC9b;LC;interior;7;K2096;4,2;4,7;63,4;;12;4;2;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;7;K2097;1;9,1;54,1;;12;3;1;a;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;interior;7;K2098;5,8;8,3;77,2;;17;5;2;a;1;;1;Solanaceae;Solanum granulosoleprosum;1
sdm01_02Parquef15;LC9b;LC;interior;7;K2099;6,8;8,6;53,4;;20;5;1;a;1;;1;Melastomataceae;Miconia cinnamomifolia;1
sdm01_02Parquef15;LC9b;LC;interior;7;K2100;7,3;8,7;46,1;;8;3;2;a;1;;1;Boraginaceae;Cordia silvestris;1
sdm01_02Parquef15;LC9b;LC;interior;7;K2101;9,2;8,9;35,4;;10;3;1;a;1;;1;Myrtaceae;Myrcia tijucensis;1
sdm01_02Parquef15;LC9b;LC;interior;7;K2102;7,3;3,5;42,4;;14;;1;0;aps;2;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;7;K2103;8,5;0,2;76,1;;20;5;1;a;1;;1;Melastomataceae;Miconia formosa;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2104;2,6;1,7;37,1;;10;4;0;a;1;;1;Rubiaceae;Rustia formosa;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2105;1,5;2,7;34,3;;6;3;1;b;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2106;1,5;5,9;34,1;;10;3;0;a;1;;1;Indeterminada;Indeterminada sem coleta;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2107;1,9;6,3;84,9;;5;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2108;2,6;1,5;60,5;;16;4;0;a;1;;1;Indeterminada;Indeterminada sem coleta;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2109;2;9,9;39;;6;2;1;c;1;;1;Nyctaginaceae;Guapira nitida;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2110;5;8,6;57,5;;20;5;0;a;1;;1;Sapindaceae;Cupania oblongifolia;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2111;4,6;6,1;32,6;;7;3;0;a;1;;1;Rubiaceae;Rustia formosa;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2112;4,8;6,1;115,4;;25;5;15;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2113;6,9;7,9;52,9;;15;4;1;c;1;;1;Euphorbiaceae;Alchornea sidifolia;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2114;6,5;8,8;56,7;;18;5;1;ah;1;;1;Sapindaceae;Cupania oblongifolia;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2114;6,5;8,8;59,6;;18;5;1;a;1;;1;Sapindaceae;Cupania oblongifolia;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2115;7,6;7,9;46,7;;17;4;2;a;1;;1;Salicaceae;Casearia obliqua;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2116;8,5;6,5;59,5;;9;4;0;a;1;;1;Cyatheaceae;Cyathea phalerata;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2117;7;5;31,5;;3;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;8;K2118;9;3,3;37,4;;10;3;2;a;1;;1;Annonaceae;Guatteria australis;1
sdm01_02Parquef15;LC9b;LC;interior;9;K2119;1,7;2,8;49,8;;15;4;0;a;1;;1;Indeterminada;Indeterminada sem coleta;1
sdm01_02Parquef15;LC9b;LC;interior;9;K2120;5,8;4,6;70,1;;10;4;0;a;1;;1;Cyatheaceae;Cyathea phalerata;1
sdm01_02Parquef15;LC9b;LC;interior;9;K2121;3,8;9,5;58;;15;4;1;a;1;;1;Melastomataceae;Miconia formosa;1
sdm01_02Parquef15;LC9b;LC;interior;9;K2122;5,2;9;53,9;;15;4;1;a;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;interior;9;K2123;8,9;6;46,9;;5;3;0;a;1;;1;Cyatheaceae;Cyathea phalerata;1
sdm01_02Parquef15;LC9b;LC;interior;9;K2124;7;2,2;64,8;;4;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;9;K2125;6,9;0,4;66,8;;6;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;10;K2126;0,5;0,7;52,1;;12;4;1;a;1;;1;Indeterminada;Indeterminada sem coleta;1
sdm01_02Parquef15;LC9b;LC;interior;10;K2127;4;0,2;64,5;;17;5;2;a;1;;1;Melastomataceae;Miconia cinnamomifolia;1
