Original;Frag;classe;local;Sub;Placa;X;Y;PAP;HPAP;H;IC;CE;F1;F2;GD;F5;familia;spp;quantity
sdm01_02Parquef15;LC9b;LC;interior;15;K2190;4;3,2;38,1;;8;3;2;c;1;;1;Annonaceae;Guatteria australis;1
sdm01_02Parquef15;LC9b;LC;interior;15;K2191;0,3;2,2;83;;4;;1;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;15;K2192;2,4;3,8;54,3;;15;5;1;a;1;;1;Sapindaceae;Cupania vernalis;1
sdm01_02Parquef15;LC9b;LC;interior;15;K2193;2,6;7,7;34,1;;10;4;1;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm01_02Parquef15;LC9b;LC;interior;15;K2194;2,1;9,3;33,5;;10;4;1;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm01_02Parquef15;LC9b;LC;interior;15;K2195;3,1;9,5;34,4;;10;4;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm01_02Parquef15;LC9b;LC;interior;15;K2196;7;7,9;31,7;;10;3;2;a;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;15;K2197;9,2;8,1;43,2;;12;4;1;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;interior;15;K2198;7;5;75,5;;17;5;2;a;1;;1;Melastomataceae;Tibouchina sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;15;K2199;9,8;3,3;52,1;;4;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;15;K2200;6,7;2,2;56,6;;18;5;9;a;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;15;K2201;6;1,5;42,9;;12;3;2;c;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;interior;15;K2202;6;1;50;;3;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;15;K2202;6;1;55;;5;;2;0h;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2203;0,8;0,5;56,3;;12;4;2;c;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2204;2,5;0,2;34,6;;5;4;1;a;1;;1;Aquifoliaceae;Ilex paraguariensis;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2205;5;4;49,3;;16;5;2;a;1;;1;Asteraceae;Piptocarpha macropoda;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2206;7,4;4;44,4;;3;;2;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2207;9;3,2;37,4;;8;4;0;am;1;;1;Symplocaceae;Symplocos falcata;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2208;7,8;5;32,6;;4;;2;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2209;3;7;55,2;;3;;0;0;aps;4;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2210;0,2;8;34,4;;7;4;1;a;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2211;2,5;9,2;41,9;;12;5;0;a;1;;1;Primulaceae;Myrsine umbellata;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2212;8,5;8,4;66,4;;17;5;9;a;1;;1;Euphorbiaceae;Euphorbiaceae sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2213;6,1;4;35,2;;10;3;0;a;1;;1;Euphorbiaceae;Euphorbiaceae sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2214;7,3;2,8;93,9;;15;5;2;a;1;;1;Asteraceae;Piptocarpha macropoda;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2215;9,7;1;52,3;;10;;9;0;aps;2;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;16;K2216;6;0,1;35,4;;10;3;0;a;1;;1;Euphorbiaceae;Euphorbiaceae sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2217;2,5;1;54,1;;1,7;4;2;ch;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2217;2,5;1;46,2;;15;4;2;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2218;4;3;37,1;;7;3;1;ch;1;;1;Annonaceae;Guatteria australis;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2218;4;3;43,4;;7;3;1;c;1;;1;Annonaceae;Guatteria australis;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2218;4;3;39,6;;7;3;1;c;1;;1;Annonaceae;Guatteria australis;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2219;2,5;6;53;;16;5;2;a;1;;1;Lauraceae  ;Persea willdenovii;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2220;1,1;6;37,6;;8;3;0;a;1;;1;Sapindaceae;Cupania vernalis;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2221;2,7;6,8;39;;3;;1;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2222;1,8;6,8;47,3;;12;4;0;a;1;;1;Primulaceae;Myrsine umbellata;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2223;4,5;7,5;75,4;;20;5;9;c;1;;1;Salicaceae;Casearia obliqua;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2224;2,5;9,9;46,2;;12;4;5;a;1;;1;Annonaceae;Guatteria australis;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2225;9,5;6;32;;12;3;0;a;1;;1;Euphorbiaceae;Euphorbiaceae sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2226;5;6,9;63,3;;17;5;9;a;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2227;7;2,8;47,3;;15;4;9;a;1;;1;Salicaceae;Casearia decandra;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2228;9;2,8;71,6;;20;5;1;a;1;;1;Melastomataceae;Miconia cinnamomifolia;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2229;9;1,8;37,5;;12;4;0;a;1;;1;Bignoniaceae;Jacaranda puberula;1
sdm01_02Parquef15;LC9b;LC;interior;17;K2230;8;1,2;46,3;;12;3;1;a;1;;1;Lauraceae  ;Endlicheria paniculata;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2231;4,8;0,1;32,6;;10;5;1;a;1;;1;Solanaceae;Solanum rufescens;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2232;2,5;1,1;56;;12;3;0;a;1;;1;Euphorbiaceae;Euphorbiaceae sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2233;1,5;2,1;44,1;;11;4;0;ah;1;;1;Myrtaceae;Myrcia tijucensis;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2233;1,5;2,1;38,1;;11;4;0;a;1;;1;Myrtaceae;Myrcia tijucensis;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2234;3,3;2,6;51,7;;3;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2235;1,1;3,5;71,5;;17;5;9;a;1;; ;Melastomataceae;Tibouchina sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2236;4,6;3,5;70,2;;15;5;2;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2236;4,6;3,5;33,9;;15;5;2;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2237;3,2;8;39,4;;15;5;0;a;1;;1;Sapindaceae;Cupania vernalis;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2238;5;8,7;47;;15;4;0;ch;1;;1;Bignoniaceae;Jacaranda puberula;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2238;5;8,7;40,2;;15;4;0;c;1;;1;Bignoniaceae;Jacaranda puberula;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2239;7,5;8,9;52,6;;15;5;0;a;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2240;7,5;4;31,4;;4;;0;0;aps;2;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2241;6,5;4;31,6;;6;;2;0;aps;2;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;18;K2242;9;0,2;39,3;;10;3;2;a;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;19;K2243;0,2;1,1;50,4;;16;4;2;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;interior;19;K2244;3,2;4;39;;15;5;2;a;1;;1;Solanaceae;Solanum rufescens;1
sdm01_02Parquef15;LC9b;LC;interior;19;K2245;2,6;4;39,5;;10;5;1;a;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm01_02Parquef15;LC9b;LC;interior;19;K2246;3,2;4;54,3;;15;4;2;cm;1;;1;Sapindaceae;Cupania oblongifolia;1
sdm01_02Parquef15;LC9b;LC;interior;19;K2247;3;6,8;37,5;;12;3;1;cm;1;;1;Annonaceae;Guatteria australis;1
sdm01_02Parquef15;LC9b;LC;interior;19;K2248;2,1;8,5;36;;10;3;0;ah;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;19;K2248;2,1;8,5;33,4;;10;3;0;a;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;19;K2249;1,2;9,1;87;;15;5;2;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;interior;19;K2250;3;7,2;66,9;;8;;2;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;19;K2251;3;6,9;34,1;;10;3;1;a;1;;1;Chrysobalanaceae;Hirtella hebeclada;1
sdm01_02Parquef15;LC9b;LC;interior;19;K2252;7,9;3;36,1;;5;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;19;K2253;6,2;1,5;54,6;;15;4;1;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;20;K2254;0,2;1,5;42,5;;10;3;2;cm;1;;1;Annonaceae;Guatteria australis;1
sdm01_02Parquef15;LC9b;LC;interior;20;K2255;0,2;3,1;62,5;;12;3;2;ah;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;20;K2255;0,2;3,1;47,9;;12;3;2;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;20;K2256;0,4;5;55,7;;14;5;0;cm;1;;1;Indeterminada;Indeterminada sem coleta;1
sdm01_02Parquef15;LC9b;LC;interior;20;K2257;2,5;6,4;32;;10;3;1;cm;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;interior;20;K2258;3;8,2;54,5;;14;4;0;am;1;;1;Annonaceae;Guatteria australis;1
sdm01_02Parquef15;LC9b;LC;interior;20;K2259;7,8;8,9;127;;20;5;9;a;1;;1;Lauraceae  ;Ocotea;1
sdm01_02Parquef15;LC9b;LC;interior;20;K2260;6;4,2;81,8;;16;5;1;am;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm01_02Parquef15;LC9b;LC;interior;20;K2261;7;0,4;79,4;;18;5;1;a;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;21;K2262;0,3;2,1;90;;18;5;1;a;1;;1;Fabaceae;Tachigali multijuga;1
sdm01_02Parquef15;LC9b;LC;interior;21;K2263;2,5;5,2;40,8;;10;3;1;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;21;K2264;7,4;7,5;50,5;;15;5;0;ahm;1;;1;Sapotaceae;Pouteria caimito;1
sdm01_02Parquef15;LC9b;LC;interior;21;K2264;7,4;7,5;52;;15;5;0;a;1;;1;Sapotaceae;Pouteria caimito;1
sdm01_02Parquef15;LC9b;LC;interior;21;K2265;8,8;7,5;35;;10;3;0;am;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;21;K2266;7,9;5;44,5;;16;4;0;a;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;21;K2267;6,2;3;40,5;;14;3;0;a;1;;1;Lauraceae  ;Ocotea;1
sdm01_02Parquef15;LC9b;LC;interior;21;K2268;8,9;1;37,2;;12;5;0;a;1;;1;Melastomataceae;Miconia cinnamomifolia;1
sdm01_02Parquef15;LC9b;LC;interior;21;K2269;7;0,7;63,8;;16;4;0;c;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;21;K2270;5;0,3;81,2;;18;5;9;a;1;;1;Melastomataceae;Miconia formosa;1
sdm01_02Parquef15;LC9b;LC;interior;22;K2271;2,1;1;38,3;;15;5;0;ahm;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;22;K2271;2,1;1;40,4;;15;5;0;a;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;22;K2272;3;1;53,5;;12;3;1;am;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;22;K2273;2,8;4;73,3;;8;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;22;K2274;4;7,4;35,5;;10;4;0;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;22;K2275;4;9;61;;12;4;1;c;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;22;K2276;6,6;9,2;35,5;;12;4;0;a;1;;1;Myrtaceae;Myrcia splendens;1
sdm01_02Parquef15;LC9b;LC;interior;22;K2277;6,5;6;66;;15;5;15;a;1;;1;Sapotaceae;Pouteria caimito;1
sdm01_02Parquef15;LC9b;LC;interior;22;K2278;9,5;6;60,5;;5;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;22;K2279;9,5;4,4;50,5;;15;4;1;am;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;interior;22;K2280;8,9;1,2;69;;15;4;0;cm;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;interior;22;K2281;6;1;39;;10;5;0;cm;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;23;K2282;0,9;2,1;42,9;;15;5;0;c;1;;1;Lauraceae  ;Ocotea aff. indecora;1
sdm01_02Parquef15;LC9b;LC;interior;23;K2283;0,9;3,2;37,5;;12;3;0;bm;1;;1;Indeterminada;Indeterminada sem coleta;1
sdm01_02Parquef15;LC9b;LC;interior;23;K2284;1,1;6;33;;10;3;0;cm;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm01_02Parquef15;LC9b;LC;interior;23;K2285;0,5;7;34,5;;5;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;23;K2285;0,5;7;52;;3;;0;0h;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;23;K2286;3,2;6,9;71,5;;18;4;2;a;1;;1;Euphorbiaceae;Euphorbiaceae sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;23;K2287;4;4,9;44;;3;;0;0;aps;4;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;23;K2288;6;5;38,5;;3;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;23;K2289;8,9;9;39,4;;14;4;1;am;1;;1;Cunnoniaceae;Lamanonia ternata;1
sdm01_02Parquef15;LC9b;LC;interior;23;K2290;8,9;7;57;;14;4;1;am;1;;1;Myrtaceae;Eugenia sp. 4 (Sobral);1
sdm01_02Parquef15;LC9b;LC;interior;23;K2291;8,9;5,1;69;;10;4;2;a;1;;1;Primulaceae;Myrsine umbellata;1
sdm01_02Parquef15;LC9b;LC;interior;23;K2292;8,9;4;52,5;;12;3;1;c;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;24;K2293;0,5;7,5;65;;13;4;2;a;1;;1;Euphorbiaceae;Euphorbiaceae sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;24;K2294;6,6;6,9;62;;14;4;;am;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;interior;24;K2295;6,2;7;32;;12;2;;a;1;;1;Lauraceae  ;Ocotea puberula;1
sdm01_02Parquef15;LC9b;LC;interior;24;K2296;9,6;9,5;69,3;;8;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;24;K2297;9,8;9,6;32;;10;3;1;am;1;;1;Lauraceae  ;Aniba firmula;1
sdm01_02Parquef15;LC9b;LC;interior;24;K2298;8,9;6;62,4;;10;3;2;a;1;;1;Cunnoniaceae;Lamanonia ternata;1
sdm01_02Parquef15;LC9b;LC;interior;24;K2299;7;4;59,3;;15;4;2;a;1;;1;Euphorbiaceae;Euphorbiaceae sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;24;K2300;9;1,1;52,7;;10;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2301;0,4;1,1;39,1;;10;5;0;a;1;;1;Sapindaceae;Cupania tenuivalvis;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2302;1;0,9;47,4;;4;4;1;a;1;;1;Euphorbiaceae;Euphorbiaceae sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2303;1,1;3;59,8;;15;5;1;a;1;;1;Melastomataceae;Miconia cinnamomifolia;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2304;1,7;2,1;35,8;;3;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2305;2,1;3;57;;4;;0;0;aps;3;1;Morta;morta;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2306;0,7;2,1;50,5;;10;3;15;c;1;;1;Solanaceae;Solanum rufescens;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2307;2,6;4;32,7;;10;3;1;c;1;;1;Euphorbiaceae;Euphorbiaceae sp. 1;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2308;1,1;7;34,5;;8;3;2;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2309;2,1;9,2;51,8;;15;3;1;a;1;;1;Solanaceae;Solanum rufescens;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2310;0,6;9,9;71,6;;15;3;1;a;1;;1;Melastomataceae;Miconia cinnamomifolia;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2311;3;7,5;53;;9;3;2;c;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2312;4;7,4;42;;10;3;15;a;1;;1;Apocynaceae;Aspidosperma olivaceum;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2313;4,2;7;31,7;;7;3;1;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2314;4;5,4;33,5;;10;4;1;a;1;;1;Sapindaceae;Matayba sp. 2;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2315;9,6;9,7;45;;7;3;1;a;1;;1;Myrtaceae;Myrcia splendens;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2316;9,1;7,9;52;;10;3;15;ah;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2316;9,1;7,9;42;;10;3;15;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2316;9,1;7,9;49,5;;10;3;15;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2317;8,4;6,2;68,5;;8;4;2;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2318;7,4;4,2;34,5;;10;3;1;a;1;;1;Lauraceae  ;Ocotea;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2319;6;2,6;43;;15;3;2;a;1;;1;Melastomataceae;Miconia cinnamomifolia;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2320;6,2;2,1;57,5;;15;3;2;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2321;6,2;1,1;42,7;;12;3;0;a;1;;1;Lauraceae  ;Nectandra membranacea;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2322;6,6;1,1;32,5;;8;5;15;a;1;;1;Nyctaginaceae;Guapira opposita;1
sdm01_02Parquef15;LC9b;LC;interior;25;K2323;6,8;1,1;42;;12;4;1;a;1;;1;Euphorbiaceae;Euphorbiaceae sp. 1;1
sdm03_04vitoriaf4;SC9a;SC;borda;1;D2160;7,3;0,4;75,4;;12;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;1;D2160;7,3;0,4;53,7;;10;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;1;D2160;7,3;0,4;73,2;;12;;1;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;1;D2160;7,3;0,4;35,8;;8;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;1;D2160;7,3;0,4;35,8;;1,8;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;1;D2160;7,3;0,4;41,6;;10;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;1;D2160;7,3;0,4;66,1;;10;;0;0h;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;1;D2161;8,8;1,5;32,6;;12;3;0;a;1;;1;Rosaceae;Prunus myrtifolia;1
sdm03_04vitoriaf4;SC9a;SC;borda;1;D2162;9,6;2,6;74,4;;20;5;5;a;1;;1;Solanaceae;Cestrum axillare;1
sdm03_04vitoriaf4;SC9a;SC;borda;1;D2163;7,3;7,5;75,7;;1,9;;0;0;apu;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;1;D2164;2;5;73,1;;20;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;1;D2165;3;3,4;40,6;;2,5;3;0;a;1;;1;Cyatheaceae;Cyathea phalerata;1
sdm03_04vitoriaf4;SC9a;SC;borda;2;D2166;0,7;4,2;53,5;;15;4;0;a;1;;1;Lauraceae  ;Nectandra barbellata;1
sdm03_04vitoriaf4;SC9a;SC;borda;2;D2167;2;2,8;55,6;;15;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;2;D2167;2;2,8;36,3;;10;;0;0h;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;2;D2168;6,1;1;37,7;;15;3;0;a;1;;1;Primulaceae;Myrsine umbellata;1
sdm03_04vitoriaf4;SC9a;SC;borda;2;D2179;7,1;1;35,4;;5;2;0;a;1;;1;Cyatheaceae;Cyathea phalerata;1
sdm03_04vitoriaf4;SC9a;SC;borda;2;D2180;6,6;3,8;70,2;;18;5;1;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;2;D2180;6,6;3,8;63,4;;18;5;1;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;2;D2180;6,6;3,8;77,9;;20;5;1;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;2;D2180;6,6;3,8;43,2;;2;;0;0;bpu;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;2;D2181;5,9;7,9;41,7;;16;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;2;D2182;6,3;7,5;56,5;;16;3;0;a;1;;1;Lauraceae  ;Nectandra puberula;1
sdm03_04vitoriaf4;SC9a;SC;borda;2;D2183;8;7,5;34,5;;12;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;2;D2184;7,7;9,8;71,2;;25;5;0;a;1;;1;Fabaceae;Senna multijuga;1
sdm03_04vitoriaf4;SC9a;SC;borda;3;D2185;1,35;3,5;35,2;;12;4;0;a;1;;1;Asteraceae;Piptocarpha macropoda;1
sdm03_04vitoriaf4;SC9a;SC;borda;3;D2186;3,6;1,2;69,9;;17;5;0;a;1;;1;Indeterminada;Indeterminada sem coleta;1
sdm03_04vitoriaf4;SC9a;SC;borda;3;D2187;4,5;2,6;82,6;;20;5;1;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;3;D2187;4,5;2,6;61,7;;16;4;1;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;3;D2188;6,4;6,4;55,7;;15;4;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;3;D2189;5,4;7,3;50;;14;4;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;3;D2190;4,3;9,2;53,4;;15;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;3;D2191;3,4;9,5;56,6;;15;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;3;D2191;3,4;9,5;59;;5;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;3;D2191;3,4;9,5;48,2;;5;;0;0;bpu;2;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;3;D2192;3;8,9;60,1;;18;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;3;D2193;1,6;7,1;87,2;;18;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2194;1,75;0,3;80,6;;18,5;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2194;1,75;0,3;60,3;;17;5;1;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2194;1,75;0,3;50,9;;15;4;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2194;1,75;0,3;41,4;;10;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2195;4;6,1;31,5;;11;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2196;4,8;5,6;40,3;;13;3;0;as;1;;1;Fabaceae;Piptadenia paniculata;1
